,drug_name,excp_name,drug_smile,excp_smile,pair_smile,class
1231,Etravirine,memantine_hydrochloride,Cc1cc(C#N)cc(C)c1Oc1nc(nc(c1Br)N)Nc1ccc(C#N)cc1,NC12CC3CC(CC(C)(C3)C2)(C)C1,Cc1cc(C#N)cc(C)c1Oc1nc(nc(c1Br)N)Nc1ccc(C#N)cc1.NC12CC3CC(CC(C)(C3)C2)(C)C1,0
1232,Etravirine,naproxen_sodium,c1(C#N)ccc(Nc2nc(c(Br)c(Oc3c(cc(C#N)cc3C)C)n2)N)cc1,C([O-])(=O)[C@@H](C)c1cc2c(cc(OC)cc2)cc1,c1(C#N)ccc(Nc2nc(c(Br)c(Oc3c(cc(C#N)cc3C)C)n2)N)cc1.C([O-])(=O)[C@@H](C)c1cc2c(cc(OC)cc2)cc1,0
1233,Etravirine,mannitol,N(c1nc(Oc2c(cc(C#N)cc2C)C)c(c(N)n1)Br)c1ccc(cc1)C#N,[C@H]([C@H](O)CO)(O)[C@@H]([C@H](O)CO)O,N(c1nc(Oc2c(cc(C#N)cc2C)C)c(c(N)n1)Br)c1ccc(cc1)C#N.[C@H]([C@H](O)CO)(O)[C@@H]([C@H](O)CO)O,0
1234,Etravirine,D-sorbitol,Cc1cc(cc(C)c1Oc1nc(nc(N)c1Br)Nc1ccc(cc1)C#N)C#N,OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,Cc1cc(cc(C)c1Oc1nc(nc(N)c1Br)Nc1ccc(cc1)C#N)C#N.OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0
1235,Etravirine,tannic_acid,c1(nc(c(c(n1)N)Br)Oc1c(cc(C#N)cc1C)C)Nc1ccc(cc1)C#N,c1(O)c(O)c(O)cc(C(Oc2cc(cc(c2O)O)C(O[C@@H]2[C@H]([C@H](OC(c3cc(c(O)c(OC(c4cc(c(c(O)c4)O)O)=O)c3)O)=O)[C@H](O[C@H]2OC(=O)c2cc(c(c(c2)O)O)OC(=O)c2cc(O)c(c(c2)O)O)COC(c2cc(c(O)c(O)c2)OC(c2cc(c(O)c(O)c2)O)=O)=O)OC(=O)c2cc(c(O)c(c2)OC(c2cc(c(O)c(c2)O)O)=O)O)=O)=O)c1,c1(nc(c(c(n1)N)Br)Oc1c(cc(C#N)cc1C)C)Nc1ccc(cc1)C#N.c1(O)c(O)c(O)cc(C(Oc2cc(cc(c2O)O)C(O[C@@H]2[C@H]([C@H](OC(c3cc(c(O)c(OC(c4cc(c(c(O)c4)O)O)=O)c3)O)=O)[C@H](O[C@H]2OC(=O)c2cc(c(c(c2)O)O)OC(=O)c2cc(O)c(c(c2)O)O)COC(c2cc(c(O)c(O)c2)OC(c2cc(c(O)c(O)c2)O)=O)=O)OC(=O)c2cc(c(O)c(c2)OC(c2cc(c(O)c(c2)O)O)=O)O)=O)=O)c1,0
1236,Etravirine,rhodamine_B,c1(cc(C)c(c(C)c1)Oc1c(Br)c(N)nc(n1)Nc1ccc(cc1)C#N)C#N,c1cccc(c1-c1c2c(cc(cc2)N(CC)CC)oc2-c1ccc(c2)=[N+](CC)CC)C(=O)O,c1(cc(C)c(c(C)c1)Oc1c(Br)c(N)nc(n1)Nc1ccc(cc1)C#N)C#N.c1cccc(c1-c1c2c(cc(cc2)N(CC)CC)oc2-c1ccc(c2)=[N+](CC)CC)C(=O)O,0
1237,Etravirine,moxifloxacin,c1c(ccc(Nc2nc(Oc3c(cc(C#N)cc3C)C)c(Br)c(N)n2)c1)C#N,O(c1c(N2C[C@H]3NCCC[C@H]3C2)c(F)cc2c1n(cc(C(=O)O)c2=O)C1CC1)C,c1c(ccc(Nc2nc(Oc3c(cc(C#N)cc3C)C)c(Br)c(N)n2)c1)C#N.O(c1c(N2C[C@H]3NCCC[C@H]3C2)c(F)cc2c1n(cc(C(=O)O)c2=O)C1CC1)C,0
1238,Etravirine,ciprofloxacin,n1c(Nc2ccc(C#N)cc2)nc(N)c(Br)c1Oc1c(C)cc(C#N)cc1C,C1CC1n1cc(C(O)=O)c(=O)c2cc(F)c(cc21)N1CCNCC1,n1c(Nc2ccc(C#N)cc2)nc(N)c(Br)c1Oc1c(C)cc(C#N)cc1C.C1CC1n1cc(C(O)=O)c(=O)c2cc(F)c(cc21)N1CCNCC1,0
1239,Etravirine,certirizine,Cc1cc(cc(c1Oc1c(c(N)nc(Nc2ccc(C#N)cc2)n1)Br)C)C#N,C1N(CCN(CCOCC(O)=O)C1)C(c1ccccc1)c1ccc(cc1)Cl,Cc1cc(cc(c1Oc1c(c(N)nc(Nc2ccc(C#N)cc2)n1)Br)C)C#N.C1N(CCN(CCOCC(O)=O)C1)C(c1ccccc1)c1ccc(cc1)Cl,0
1240,Etravirine,budesonide,c1c(C#N)ccc(c1)Nc1nc(N)c(Br)c(n1)Oc1c(C)cc(C#N)cc1C,[C@H]1([C@@H]2[C@@]3(C)C=CC(C=C3CC[C@H]2[C@@H]2C[C@@H]3[C@](C(=O)CO)([C@]2(C1)C)OC(O3)CCC)=O)O,c1c(C#N)ccc(c1)Nc1nc(N)c(Br)c(n1)Oc1c(C)cc(C#N)cc1C.[C@H]1([C@@H]2[C@@]3(C)C=CC(C=C3CC[C@H]2[C@@H]2C[C@@H]3[C@](C(=O)CO)([C@]2(C1)C)OC(O3)CCC)=O)O,1
1241,Etravirine,etidronic_acid,c1(C#N)cc(c(Oc2c(c(nc(n2)Nc2ccc(cc2)C#N)N)Br)c(C)c1)C,OP(=O)(O)C(P(=O)(O)O)(O)C,c1(C#N)cc(c(Oc2c(c(nc(n2)Nc2ccc(cc2)C#N)N)Br)c(C)c1)C.OP(=O)(O)C(P(=O)(O)O)(O)C,0
1242,Etravirine,emtricitabine,c1(C#N)cc(C)c(Oc2c(c(nc(n2)Nc2ccc(C#N)cc2)N)Br)c(C)c1,Fc1cn(c(=O)nc1N)[C@H]1O[C@@H](CO)SC1,c1(C#N)cc(C)c(Oc2c(c(nc(n2)Nc2ccc(C#N)cc2)N)Br)c(C)c1.Fc1cn(c(=O)nc1N)[C@H]1O[C@@H](CO)SC1,0
1243,Etravirine,metoprolol(+)-tartrate,n1c(nc(Oc2c(C)cc(C#N)cc2C)c(Br)c1N)Nc1ccc(cc1)C#N,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,n1c(nc(Oc2c(C)cc(C#N)cc2C)c(Br)c1N)Nc1ccc(cc1)C#N.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,0
1244,Etravirine,phenytoin,Cc1cc(C#N)cc(c1Oc1nc(Nc2ccc(cc2)C#N)nc(c1Br)N)C,C1(C(c2ccccc2)(NC(N1)=O)c1ccccc1)=O,Cc1cc(C#N)cc(c1Oc1nc(Nc2ccc(cc2)C#N)nc(c1Br)N)C.C1(C(c2ccccc2)(NC(N1)=O)c1ccccc1)=O,0
1245,Etravirine,propranolol_hydrochloride,C(#N)c1ccc(cc1)Nc1nc(Oc2c(cc(C#N)cc2C)C)c(c(n1)N)Br,C(C(CNC(C)C)O)Oc1c2c(ccc1)cccc2,C(#N)c1ccc(cc1)Nc1nc(Oc2c(cc(C#N)cc2C)C)c(c(n1)N)Br.C(C(CNC(C)C)O)Oc1c2c(ccc1)cccc2,0
1246,Etravirine,captan,c1(Oc2nc(Nc3ccc(C#N)cc3)nc(c2Br)N)c(C)cc(cc1C)C#N,C1=CCC2C(N(SC(Cl)(Cl)Cl)C(C2C1)=O)=O,c1(Oc2nc(Nc3ccc(C#N)cc3)nc(c2Br)N)c(C)cc(cc1C)C#N.C1=CCC2C(N(SC(Cl)(Cl)Cl)C(C2C1)=O)=O,0
1247,Etravirine,neotame,n1c(Nc2ccc(C#N)cc2)nc(Oc2c(C)cc(cc2C)C#N)c(Br)c1N,c1cccc(C[C@@H](C(OC)=O)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C)c1,n1c(Nc2ccc(C#N)cc2)nc(Oc2c(C)cc(cc2C)C#N)c(Br)c1N.c1cccc(C[C@@H](C(OC)=O)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C)c1,0
1248,Etravirine,alendronate_sodium,n1c(Nc2ccc(C#N)cc2)nc(Oc2c(cc(C#N)cc2C)C)c(Br)c1N,OP([O-])(=O)C(O)(CCCN)P(O)(=O)O,n1c(Nc2ccc(C#N)cc2)nc(Oc2c(cc(C#N)cc2C)C)c(Br)c1N.OP([O-])(=O)C(O)(CCCN)P(O)(=O)O,0
1249,Etravirine,piroxicam,Nc1nc(nc(Oc2c(cc(cc2C)C#N)C)c1Br)Nc1ccc(cc1)C#N,c1(ncccc1)NC(=O)C1N(S(=O)(=O)c2c(C=1O)cccc2)C,Nc1nc(nc(Oc2c(cc(cc2C)C#N)C)c1Br)Nc1ccc(cc1)C#N.c1(ncccc1)NC(=O)C1N(S(=O)(=O)c2c(C=1O)cccc2)C,0
1250,Etravirine,desipramine_hydrochloride,N#Cc1ccc(Nc2nc(Oc3c(C)cc(cc3C)C#N)c(Br)c(N)n2)cc1,c12CCc3c(cccc3)N(c1cccc2)CCCNC,N#Cc1ccc(Nc2nc(Oc3c(C)cc(cc3C)C#N)c(Br)c(N)n2)cc1.c12CCc3c(cccc3)N(c1cccc2)CCCNC,0
1251,Etravirine,nadolol,n1c(Nc2ccc(cc2)C#N)nc(Oc2c(C)cc(C#N)cc2C)c(c1N)Br,c12c(c(ccc2)OCC(CNC(C)(C)C)O)C[C@@H]([C@H](O)C1)O,n1c(Nc2ccc(cc2)C#N)nc(Oc2c(C)cc(C#N)cc2C)c(c1N)Br.c12c(c(ccc2)OCC(CNC(C)(C)C)O)C[C@@H]([C@H](O)C1)O,0
1252,Etravirine,omeprazole,c1c(C#N)ccc(Nc2nc(c(c(Oc3c(cc(C#N)cc3C)C)n2)Br)N)c1,Cc1cnc(c(c1OC)C)CS(=O)c1nc2ccc(OC)cc2[nH]1,c1c(C#N)ccc(Nc2nc(c(c(Oc3c(cc(C#N)cc3C)C)n2)Br)N)c1.Cc1cnc(c(c1OC)C)CS(=O)c1nc2ccc(OC)cc2[nH]1,0
1253,Etravirine,labetalol_hydrochloride,n1c(c(c(N)nc1Nc1ccc(C#N)cc1)Br)Oc1c(C)cc(cc1C)C#N,c1(CCC(C)NCC(O)c2ccc(c(c2)C(N)=O)O)ccccc1,n1c(c(c(N)nc1Nc1ccc(C#N)cc1)Br)Oc1c(C)cc(cc1C)C#N.c1(CCC(C)NCC(O)c2ccc(c(c2)C(N)=O)O)ccccc1,0
1254,Etravirine,prednisone,N#Cc1ccc(cc1)Nc1nc(N)c(Br)c(Oc2c(cc(cc2C)C#N)C)n1,C1C[C@@H]2[C@@H]([C@]3(C=CC(C=C13)=O)C)C(C[C@@]1(C)[C@H]2CC[C@]1(O)C(=O)CO)=O,N#Cc1ccc(cc1)Nc1nc(N)c(Br)c(Oc2c(cc(cc2C)C#N)C)n1.C1C[C@@H]2[C@@H]([C@]3(C=CC(C=C13)=O)C)C(C[C@@]1(C)[C@H]2CC[C@]1(O)C(=O)CO)=O,0
1255,Etravirine,risperidone,c1(c(c(nc(n1)Nc1ccc(C#N)cc1)Oc1c(cc(C#N)cc1C)C)Br)N,c1(ccc2c(C3CCN(CCc4c(nc5CCCCn5c4=O)C)CC3)noc2c1)F,c1(c(c(nc(n1)Nc1ccc(C#N)cc1)Oc1c(cc(C#N)cc1C)C)Br)N.c1(ccc2c(C3CCN(CCc4c(nc5CCCCn5c4=O)C)CC3)noc2c1)F,0
1256,Etravirine,fluconazole,C(c1cc(C)c(Oc2c(Br)c(N)nc(n2)Nc2ccc(cc2)C#N)c(c1)C)#N,C(c1ccc(cc1F)F)(O)(Cn1ncnc1)Cn1ncnc1,C(c1cc(C)c(Oc2c(Br)c(N)nc(n2)Nc2ccc(cc2)C#N)c(c1)C)#N.C(c1ccc(cc1F)F)(O)(Cn1ncnc1)Cn1ncnc1,0
1257,Etravirine,methotrexate_hydrate,c1(c(Oc2c(cc(C#N)cc2C)C)nc(Nc2ccc(C#N)cc2)nc1N)Br,c1(N)c2nc(CN(C)c3ccc(cc3)C(=O)N[C@H](C(O)=O)CCC(=O)O)cnc2nc(n1)N,c1(c(Oc2c(cc(C#N)cc2C)C)nc(Nc2ccc(C#N)cc2)nc1N)Br.c1(N)c2nc(CN(C)c3ccc(cc3)C(=O)N[C@H](C(O)=O)CCC(=O)O)cnc2nc(n1)N,0
1258,Etravirine,tenofovir_alafenamide,Nc1nc(nc(Oc2c(cc(C#N)cc2C)C)c1Br)Nc1ccc(cc1)C#N,c1ccccc1O[P@](=O)(N[C@@H](C)C(=O)OC(C)C)CO[C@H](C)Cn1c2ncnc(c2nc1)N,Nc1nc(nc(Oc2c(cc(C#N)cc2C)C)c1Br)Nc1ccc(cc1)C#N.c1ccccc1O[P@](=O)(N[C@@H](C)C(=O)OC(C)C)CO[C@H](C)Cn1c2ncnc(c2nc1)N,0
1259,Etravirine,carbamazepine,Brc1c(nc(Nc2ccc(C#N)cc2)nc1Oc1c(C)cc(C#N)cc1C)N,c12C=Cc3c(cccc3)N(C(N)=O)c1cccc2,Brc1c(nc(Nc2ccc(C#N)cc2)nc1Oc1c(C)cc(C#N)cc1C)N.c12C=Cc3c(cccc3)N(C(N)=O)c1cccc2,1
1260,Clofazimine,caffeine,c1cc(ccc1Nc1cc2-c(n(-c3ccc(Cl)cc3)c3c(cccc3)n2)cc1=NC(C)C)Cl,n1(C)c(=O)n(C)c2ncn(c2c1=O)C,c1cc(ccc1Nc1cc2-c(n(-c3ccc(Cl)cc3)c3c(cccc3)n2)cc1=NC(C)C)Cl.n1(C)c(=O)n(C)c2ncn(c2c1=O)C,0
1261,Clofazimine,succinic_acid,c1c(Cl)ccc(Nc2cc3nc4c(cccc4)n(-c4ccc(cc4)Cl)c-3cc2=NC(C)C)c1,C(CC(O)=O)C(=O)O,c1c(Cl)ccc(Nc2cc3nc4c(cccc4)n(-c4ccc(cc4)Cl)c-3cc2=NC(C)C)c1.C(CC(O)=O)C(=O)O,0
1262,Clofazimine,octyl_gallate,n1c2c(n(-c3ccc(Cl)cc3)c3-c1cc(c(=NC(C)C)c3)Nc1ccc(cc1)Cl)cccc2,c1c(O)c(c(cc1C(=O)OCCCCCCCC)O)O,n1c2c(n(-c3ccc(Cl)cc3)c3-c1cc(c(=NC(C)C)c3)Nc1ccc(cc1)Cl)cccc2.c1c(O)c(c(cc1C(=O)OCCCCCCCC)O)O,0
1263,Clofazimine,DL-malic_acid,c1cc(ccc1Cl)Nc1c(cc2n(c3c(cccc3)nc-2c1)-c1ccc(cc1)Cl)=NC(C)C,OC(C(O)=O)CC(O)=O,c1cc(ccc1Cl)Nc1c(cc2n(c3c(cccc3)nc-2c1)-c1ccc(cc1)Cl)=NC(C)C.OC(C(O)=O)CC(O)=O,0
1264,Clofazimine,adipic_acid,c12ccccc1n(c1-c(n2)cc(c(c1)=NC(C)C)Nc1ccc(cc1)Cl)-c1ccc(Cl)cc1,OC(=O)CCCCC(O)=O,c12ccccc1n(c1-c(n2)cc(c(c1)=NC(C)C)Nc1ccc(cc1)Cl)-c1ccc(Cl)cc1.OC(=O)CCCCC(O)=O,0
1265,Clofazimine,Triazabicyclodecene,c12ccccc2nc2-c(n1-c1ccc(cc1)Cl)cc(c(c2)Nc1ccc(cc1)Cl)=NC(C)C,N1C2=NCCCN2CCC1,c12ccccc2nc2-c(n1-c1ccc(cc1)Cl)cc(c(c2)Nc1ccc(cc1)Cl)=NC(C)C.N1C2=NCCCN2CCC1,0
1266,Clofazimine,DBU,c1c(ccc(c1)Cl)-n1c2-c(cc(c(c2)=NC(C)C)Nc2ccc(Cl)cc2)nc2c1cccc2,C1CCCN2CCCN=C2C1,c1c(ccc(c1)Cl)-n1c2-c(cc(c(c2)=NC(C)C)Nc2ccc(Cl)cc2)nc2c1cccc2.C1CCCN2CCCN=C2C1,0
1267,Clofazimine,L-asparagine,c1(Cl)ccc(Nc2cc3-c(cc2=NC(C)C)n(c2ccccc2n3)-c2ccc(cc2)Cl)cc1,C([C@H](CC(N)=O)N)(O)=O,c1(Cl)ccc(Nc2cc3-c(cc2=NC(C)C)n(c2ccccc2n3)-c2ccc(cc2)Cl)cc1.C([C@H](CC(N)=O)N)(O)=O,0
1268,Clofazimine,theobromine,N(=c1c(cc2-c(c1)n(-c1ccc(cc1)Cl)c1c(cccc1)n2)Nc1ccc(cc1)Cl)C(C)C,c1([nH]c(c2n(cnc2n1C)C)=O)=O,N(=c1c(cc2-c(c1)n(-c1ccc(cc1)Cl)c1c(cccc1)n2)Nc1ccc(cc1)Cl)C(C)C.c1([nH]c(c2n(cnc2n1C)C)=O)=O,0
1269,Clofazimine,"3,3'-thiodipropionic_acid",c1c2c(n(-c3ccc(Cl)cc3)c3-c(cc(Nc4ccc(cc4)Cl)c(=NC(C)C)c3)n2)ccc1,S(CCC(=O)O)CCC(O)=O,c1c2c(n(-c3ccc(Cl)cc3)c3-c(cc(Nc4ccc(cc4)Cl)c(=NC(C)C)c3)n2)ccc1.S(CCC(=O)O)CCC(O)=O,0
1270,Clofazimine,theophylline,n1(c2ccccc2nc2cc(c(=NC(C)C)cc1-2)Nc1ccc(Cl)cc1)-c1ccc(cc1)Cl,[nH]1cnc2n(C)c(n(C)c(=O)c12)=O,n1(c2ccccc2nc2cc(c(=NC(C)C)cc1-2)Nc1ccc(Cl)cc1)-c1ccc(cc1)Cl.[nH]1cnc2n(C)c(n(C)c(=O)c12)=O,0
1271,Clofazimine,borneol,c12ccccc1nc1-c(n2-c2ccc(Cl)cc2)cc(c(c1)Nc1ccc(Cl)cc1)=NC(C)C,C1[C@@H](O)[C@]2(CC[C@@H]1C2(C)C)C,c12ccccc1nc1-c(n2-c2ccc(Cl)cc2)cc(c(c1)Nc1ccc(Cl)cc1)=NC(C)C.C1[C@@H](O)[C@]2(CC[C@@H]1C2(C)C)C,0
1272,Clofazimine,cinnamaldehyde,c1cc(Cl)ccc1Nc1cc2-c(cc1=NC(C)C)n(-c1ccc(Cl)cc1)c1c(cccc1)n2,C(/C=C/c1ccccc1)=O,c1cc(Cl)ccc1Nc1cc2-c(cc1=NC(C)C)n(-c1ccc(Cl)cc1)c1c(cccc1)n2.C(/C=C/c1ccccc1)=O,0
1273,Clofazimine,aspartame,CC(N=c1c(Nc2ccc(Cl)cc2)cc2-c(c1)n(c1c(n2)cccc1)-c1ccc(Cl)cc1)C,c1ccccc1C[C@@H](C(OC)=O)NC(=O)[C@H](CC(=O)O)N,CC(N=c1c(Nc2ccc(Cl)cc2)cc2-c(c1)n(c1c(n2)cccc1)-c1ccc(Cl)cc1)C.c1ccccc1C[C@@H](C(OC)=O)NC(=O)[C@H](CC(=O)O)N,0
1274,Clofazimine,squalene,c12ccccc1nc1-c(n2-c2ccc(cc2)Cl)cc(=NC(C)C)c(c1)Nc1ccc(Cl)cc1,C(=C(\C)CC/C=C(\C)CCC=C(C)C)\CC/C=C(/CC/C=C(/CCC=C(C)C)C)C,c12ccccc1nc1-c(n2-c2ccc(cc2)Cl)cc(=NC(C)C)c(c1)Nc1ccc(Cl)cc1.C(=C(\C)CC/C=C(\C)CCC=C(C)C)\CC/C=C(/CC/C=C(/CCC=C(C)C)C)C,0
1275,Clofazimine,benzaldehyde,c1(ccc(Cl)cc1)-n1c2c(nc3-c1cc(c(c3)Nc1ccc(Cl)cc1)=NC(C)C)cccc2,O=Cc1ccccc1,c1(ccc(Cl)cc1)-n1c2c(nc3-c1cc(c(c3)Nc1ccc(Cl)cc1)=NC(C)C)cccc2.O=Cc1ccccc1,0
1276,Clofazimine,sodium_deoxycholate,c1c(c(cc2n(c3ccccc3nc-21)-c1ccc(Cl)cc1)=NC(C)C)Nc1ccc(cc1)Cl,C1[C@@H]2C[C@@H](CC[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@@H]([C@]1([C@H](C2)O)C)[C@H](C)CCC([O-])=O)O,c1c(c(cc2n(c3ccccc3nc-21)-c1ccc(Cl)cc1)=NC(C)C)Nc1ccc(cc1)Cl.C1[C@@H]2C[C@@H](CC[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@@H]([C@]1([C@H](C2)O)C)[C@H](C)CCC([O-])=O)O,0
1277,Clofazimine,cholic_acid,CC(N=c1cc2-c(nc3ccccc3n2-c2ccc(cc2)Cl)cc1Nc1ccc(Cl)cc1)C,C[C@@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@@H]3[C@@]4(C)CC[C@H](C[C@H]4C[C@H]([C@H]3[C@@H]2CC1)O)O)CCC(O)=O,CC(N=c1cc2-c(nc3ccccc3n2-c2ccc(cc2)Cl)cc1Nc1ccc(Cl)cc1)C.C[C@@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@@H]3[C@@]4(C)CC[C@H](C[C@H]4C[C@H]([C@H]3[C@@H]2CC1)O)O)CCC(O)=O,0
1278,Clofazimine,glycocholic_acid,c1cc(Nc2c(cc3n(c4ccccc4nc-3c2)-c2ccc(Cl)cc2)=NC(C)C)ccc1Cl,[C@@H]12[C@](C)(CC[C@@H](O)C2)[C@H]2C[C@@H]([C@@]3([C@@H]([C@H](C)CCC(=O)NCC(O)=O)CC[C@H]3[C@@H]2[C@H](O)C1)C)O,c1cc(Nc2c(cc3n(c4ccccc4nc-3c2)-c2ccc(Cl)cc2)=NC(C)C)ccc1Cl.[C@@H]12[C@](C)(CC[C@@H](O)C2)[C@H]2C[C@@H]([C@@]3([C@@H]([C@H](C)CCC(=O)NCC(O)=O)CC[C@H]3[C@@H]2[C@H](O)C1)C)O,0
1279,Clofazimine,sucrose_octaacetate,C(C)(N=c1cc2-c(cc1Nc1ccc(Cl)cc1)nc1c(n2-c2ccc(cc2)Cl)cccc1)C,[C@@H]1([C@H](OC(C)=O)[C@H]([C@@H](O[C@]2(COC(=O)C)O[C@@H]([C@H]([C@@H]2OC(C)=O)OC(=O)C)COC(=O)C)O[C@@H]1COC(C)=O)OC(C)=O)OC(=O)C,C(C)(N=c1cc2-c(cc1Nc1ccc(Cl)cc1)nc1c(n2-c2ccc(cc2)Cl)cccc1)C.[C@@H]1([C@H](OC(C)=O)[C@H]([C@@H](O[C@]2(COC(=O)C)O[C@@H]([C@H]([C@@H]2OC(C)=O)OC(=O)C)COC(=O)C)O[C@@H]1COC(C)=O)OC(C)=O)OC(=O)C,0
1280,Clofazimine,trans_anethole,c1cc2c(nc3-c(n2-c2ccc(Cl)cc2)cc(c(c3)Nc2ccc(cc2)Cl)=NC(C)C)cc1,c1c(OC)ccc(c1)/C=C/C,c1cc2c(nc3-c(n2-c2ccc(Cl)cc2)cc(c(c3)Nc2ccc(cc2)Cl)=NC(C)C)cc1.c1c(OC)ccc(c1)/C=C/C,0
1281,Clofazimine,indomethacin,c1c(ccc(c1)Nc1cc2nc3ccccc3n(-c3ccc(Cl)cc3)c-2cc1=NC(C)C)Cl,C(=O)(n1c2ccc(cc2c(c1C)CC(O)=O)OC)c1ccc(Cl)cc1,c1c(ccc(c1)Nc1cc2nc3ccccc3n(-c3ccc(Cl)cc3)c-2cc1=NC(C)C)Cl.C(=O)(n1c2ccc(cc2c(c1C)CC(O)=O)OC)c1ccc(Cl)cc1,1
1282,Clofazimine,terpinyl_butyrate,c1c(ccc(Nc2cc3nc4ccccc4n(c-3cc2=NC(C)C)-c2ccc(Cl)cc2)c1)Cl,CC1CC[C@H](CC=1)C(C)(OC(CCC)=O)C,c1c(ccc(Nc2cc3nc4ccccc4n(c-3cc2=NC(C)C)-c2ccc(Cl)cc2)c1)Cl.CC1CC[C@H](CC=1)C(C)(OC(CCC)=O)C,0
1283,Clofazimine,hydrocortisone,c1(-n2c3-c(cc(Nc4ccc(Cl)cc4)c(=NC(C)C)c3)nc3ccccc23)ccc(Cl)cc1,[C@@]12(C(=CC(CC2)=O)CC[C@@H]2[C@@H]1[C@H](C[C@]1(C)[C@](O)(CC[C@@H]21)C(=O)CO)O)C,c1(-n2c3-c(cc(Nc4ccc(Cl)cc4)c(=NC(C)C)c3)nc3ccccc23)ccc(Cl)cc1.[C@@]12(C(=CC(CC2)=O)CC[C@@H]2[C@@H]1[C@H](C[C@]1(C)[C@](O)(CC[C@@H]21)C(=O)CO)O)C,0
1284,Clofazimine,candesartan_cilexetil,c1c(Cl)ccc(-n2c3cc(=NC(C)C)c(Nc4ccc(Cl)cc4)cc-3nc3c2cccc3)c1,C(c1c2n(c(OCC)nc2ccc1)Cc1ccc(-c2c(cccc2)-c2n[nH]nn2)cc1)(OC(OC(=O)OC1CCCCC1)C)=O,c1c(Cl)ccc(-n2c3cc(=NC(C)C)c(Nc4ccc(Cl)cc4)cc-3nc3c2cccc3)c1.C(c1c2n(c(OCC)nc2ccc1)Cc1ccc(-c2c(cccc2)-c2n[nH]nn2)cc1)(OC(OC(=O)OC1CCCCC1)C)=O,1
1285,Clofazimine,neohesperidin_DC,c1cc(Cl)ccc1-n1c2cc(=NC(C)C)c(cc-2nc2ccccc12)Nc1ccc(Cl)cc1,COc1c(cc(cc1)CCC(=O)c1c(cc(cc1O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@H]([C@H]1O)O)O)O)O,c1cc(Cl)ccc1-n1c2cc(=NC(C)C)c(cc-2nc2ccccc12)Nc1ccc(Cl)cc1.COc1c(cc(cc1)CCC(=O)c1c(cc(cc1O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@H]([C@H]1O)O)O)O)O,0
1286,Clofazimine,ursodiol,c12ccccc2nc2cc(Nc3ccc(Cl)cc3)c(cc-2n1-c1ccc(Cl)cc1)=NC(C)C,[C@H]1([C@@H]2[C@@H]([C@]3(CC[C@@H](O)C[C@H]3C1)C)CC[C@]1(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]21)O,c12ccccc2nc2cc(Nc3ccc(Cl)cc3)c(cc-2n1-c1ccc(Cl)cc1)=NC(C)C.[C@H]1([C@@H]2[C@@H]([C@]3(CC[C@@H](O)C[C@H]3C1)C)CC[C@]1(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]21)O,0
1287,Clofazimine,diclofenac,c1c(ccc(Nc2cc3-c(cc2=NC(C)C)n(-c2ccc(cc2)Cl)c2c(n3)cccc2)c1)Cl,C(C(O)=O)c1ccccc1Nc1c(cccc1Cl)Cl,c1c(ccc(Nc2cc3-c(cc2=NC(C)C)n(-c2ccc(cc2)Cl)c2c(n3)cccc2)c1)Cl.C(C(O)=O)c1ccccc1Nc1c(cccc1Cl)Cl,0
1288,Clofazimine,eucalyptol,c1cc2nc3-c(cc(=NC(C)C)c(c3)Nc3ccc(cc3)Cl)n(c2cc1)-c1ccc(Cl)cc1,CC1(C)OC2(C)CCC1CC2,c1cc2nc3-c(cc(=NC(C)C)c(c3)Nc3ccc(cc3)Cl)n(c2cc1)-c1ccc(Cl)cc1.CC1(C)OC2(C)CCC1CC2,0
